,mod.conVAVSou.VDis_flow,mod.conVAVEas.VDis_flow,mod.conVAVNor.VDis_flow,mod.conVAVWes.VDis_flow,mod.conVAVCor.VDis_flow,mod.fanSup.VMachine_flow,mod.flo.temAirSou.T,mod.flo.temAirEas.T,mod.flo.temAirNor.T,mod.flo.temAirWes.T,mod.flo.temAirPer5.T,mod.TOut.y,mod.oveRelHumOutAir.y,total_power,Power (kW)
0,0.304811104,0.207152951,0.168927437,0.181049791,0.252040416,2.312177937,299.6950287,299.5136158,299.2656453,299.5149706,299.675963,302.55,0.50875,22299.2883,
0,0.45679074,0.344677794,0.298935138,0.288597302,0.126817724,3.059439552,299.0045004,298.7317079,298.5859474,298.8931559,299.2314284,302.55,0.50765625,27894.73818,
0,0.384029164,0.231642315,0.136412537,0.200929411,0.159940357,2.433444212,299.1057539,299.0076984,298.9929361,299.1962525,299.297241,302.55,0.51,21231.37866,
0,0.209082842,0.126778147,0.051091186,0.143667915,0.152302605,1.716695983,299.8565216,299.7052689,299.6051419,299.8399012,299.7133944,302.55,0.515,16081.28671,
0,0.302852811,0.227735428,0.179846164,0.241628652,0.13548229,2.329510681,299.6402984,299.3756219,299.2461777,299.6313619,299.6001726,302.55,0.52,22407.9942,
0,0.435578678,0.298416176,0.250045997,0.309450247,0.067940272,2.836641842,299.025082,298.847845,298.7819598,299.177564,299.2608365,302.55,0.525,24740.63645,
0,0.308810591,0.156407783,0.093590047,0.234730149,0.107796048,2.112626644,299.5006458,299.4899197,299.4126646,299.6949634,299.5421458,302.55,0.53,18767.95497,
0,0.200000012,0.118218599,0.075935542,0.195087825,0.086722219,1.739798617,299.9534916,299.8429597,299.7020807,300.0776831,299.8055668,302.5208807,0.535,17535.52682,
0,0.303972441,0.288659583,0.284446073,0.224513009,0.197688222,2.552857031,299.5788012,299.1811771,298.9872354,299.906998,299.7083753,302.4306818,0.54,25567.8114,
0,0.430215922,0.302431646,0.271142566,0.364748739,0.028545521,2.896566231,298.9010466,298.7277054,298.6941887,299.1938935,299.1641864,302.275142,0.545,28035.04909,
0,0.294115847,0.141707257,0.067352088,0.325709903,0.075738748,2.219730994,299.2466568,299.2734528,299.323483,299.3955543,299.2236204,302.05,0.55,20907.84357,
0,0.207675867,0.132606229,0.090857854,0.224305634,0.029438238,1.766217902,299.6355212,299.5145215,299.4565111,299.8741759,299.5875312,301.6982955,0.562860577,16978.68852,
0,0.338897157,0.261149789,0.254737053,0.332742137,-0.026640292,2.410354911,299.2136161,298.9701106,298.8715695,299.5866365,299.4013905,301.2318182,0.585961538,22120.29926,
0,0.34938134,0.2195984,0.180941773,0.372666589,0.024075299,2.534716948,298.9217488,298.8352092,298.8418096,299.1636883,299.0889828,300.7494318,0.611081731,20041.88619,
0,0.168298768,0.075447756,0.051214552,0.248754918,-0.020601745,1.617215361,299.6106049,299.5765299,299.4612201,299.7854419,299.5264599,300.35,0.63,12990.69823,
0,0.19252666,0.152378131,0.155638128,0.232496269,-0.061218396,1.663041655,299.5910442,299.4057859,299.2295579,299.92911,299.6491879,300.0609375,0.637574519,12697.43372,
0,0.397198024,0.309601753,0.283463692,0.354429407,-0.010257854,2.763905301,298.8208294,298.5500573,298.5566237,299.2604978,299.1802598,299.8125,0.638788462,21575.20281,
0,0.304872393,0.177141818,0.113077963,0.387442599,0.026862841,2.387780514,298.7855789,298.7255415,298.7830676,298.8942746,298.8781916,299.5578125,0.640608173,17479.65303,
0,0.177397785,0.094557713,0.056977988,0.284868566,-0.120356547,1.562324367,299.2366529,299.1777908,299.104134,299.3418352,299.2096719,299.25,0.65,10399.08301,
0,0.00571786,0.005429816,0.005717856,0.004223193,-0.20238115,0.048212065,300.2028956,300.1248238,299.7971651,300.6924625,300.13754,298.857261,0.66965625,1468.655469,
0,0.01158479,0.011001197,0.01158479,0.008556487,-0.205666918,0.097681713,300.2908888,300.2157906,299.8975594,300.7641498,300.2313683,298.4110294,0.694416667,1499.673028,
0,0.016075815,0.015265983,0.016075815,0.011873542,-0.20778642,0.135550448,300.224117,300.1415791,299.8227541,300.6863792,300.1940723,297.9592831,0.71946875,1537.495523,
0,0.016253804,0.015435005,0.016253804,0.012005004,-0.210932851,0.137051311,300.2006058,300.122635,299.7989014,300.6536327,300.1869858,297.55,0.74,8768.093105,
0,0.000101499,9.64E-05,0.000101499,7.50E-05,-0.22075583,0.000855825,300.3067189,300.2672648,299.9382801,300.7609842,300.2676894,297.1922794,0.756183036,-5.03E-08,
0,0.000102733,9.76E-05,0.000102733,7.59E-05,-0.223089857,0.00086623,300.3068886,300.2762486,299.9538994,300.756265,300.2790749,296.8764706,0.770654762,-5.16E-08,
0,0.000104337,9.91E-05,0.000104337,7.71E-05,-0.224945558,0.000879751,300.2913105,300.2685117,299.9471211,300.7367936,300.2755553,296.6224265,0.782299107,-5.32E-08,
0,0.000105334,0.000100028,0.000105334,7.78E-05,-0.226159024,0.000888162,300.2740035,300.2576963,299.9370037,300.7148947,300.2674996,296.45,0.79,-5.42E-08,
0,0.000106224,0.000100873,0.000106224,7.85E-05,-0.226424074,0.00089566,300.257963,300.2465511,299.9272336,300.693056,300.2558547,296.4011719,0.791841518,-5.51E-08,
0,0.000107109,0.000101713,0.000107109,7.91E-05,-0.226022262,0.00090312,300.2442435,300.236084,299.9192368,300.6722355,300.2424255,296.4447917,0.789553571,-5.61E-08,
0,0.000107967,0.000102528,0.000107967,7.97E-05,-0.225657801,0.000910355,300.2314626,300.2260271,299.9124986,300.6522233,300.2295012,296.4910156,0.787488839,-5.70E-08,
0,0.000108799,0.000103319,0.000108799,8.04E-05,-0.226033829,0.000917375,300.2172876,300.2154295,299.9049027,300.6321585,300.2187406,296.45,0.79,-5.78E-08,
0,0.00010917,0.00010367,0.00010917,8.06E-05,-0.227159455,0.0009205,300.2010191,300.2036328,299.8955313,300.6114521,300.2092013,296.3347656,0.797148438,-5.82E-08,
0,0.000108238,0.000102785,0.000108238,7.99E-05,-0.228450497,0.00091264,300.1857598,300.1917477,299.8854207,300.5911831,300.2001605,296.215625,0.8053125,-5.72E-08,
0,0.00010717,0.000101772,0.00010717,7.92E-05,-0.229717026,0.00090364,300.1715055,300.1799659,299.8750144,300.5714312,300.1918109,296.0886719,0.813320313,-5.61E-08,
0,0.000106226,0.000100875,0.000106226,7.85E-05,-0.230768717,0.000895674,300.1573789,300.1679802,299.864143,300.5518551,300.1838491,295.95,0.82,-5.51E-08,
0,0.000105795,0.000100466,0.000105795,7.81E-05,-0.231585795,0.000892044,300.1429222,300.1553978,299.8525486,300.5320239,300.1758622,295.8015625,0.825234375,-5.47E-08,
0,0.000105612,0.000100292,0.000105612,7.80E-05,-0.232290571,0.000890499,300.1287284,300.142231,299.8402149,300.5119405,300.1678181,295.65,0.83,-5.45E-08,
0,0.000105676,0.000100353,0.000105676,7.81E-05,-0.23294755,0.000891038,300.1144623,300.1286774,299.8273516,300.4917585,300.1596167,295.4984375,0.834765625,-5.46E-08,
0,0.000105335,0.000100029,0.000105335,7.78E-05,-0.233646048,0.000888164,300.0995728,300.1151482,299.8142823,300.4718628,300.1512157,295.35,0.84,-5.42E-08,
0,0.000105319,0.000100014,0.000105319,7.78E-05,-0.234560245,0.000888029,300.0842611,300.1028372,299.8025774,300.4532707,300.1430995,295.209933,0.846796875,-5.42E-08,
0,0.000104972,9.97E-05,0.000104972,7.75E-05,-0.235671051,0.000885105,300.0695234,300.0912777,299.791531,300.4355858,300.1352499,295.0806548,0.855,-5.38E-08,
0,0.000104083,9.88E-05,0.000104083,7.69E-05,-0.236783164,0.000877609,300.055614,300.0801109,299.7804384,300.4186482,300.1276333,294.9610491,0.863203125,-5.29E-08,
0,0.000103104,9.79E-05,0.000103104,7.62E-05,-0.23770123,0.000869349,300.0425112,300.0693283,299.7693724,300.4023571,300.12025,294.85,0.87,-5.19E-08,
0,0.000101615,9.65E-05,0.000101615,7.51E-05,-0.238234522,0.000856797,300.0319204,300.0595629,299.7589773,300.3872801,300.1123316,294.7980042,0.874007812,-5.05E-08,
0,9.99E-05,9.49E-05,9.99E-05,7.38E-05,-0.238359999,0.000842207,300.026185,300.051672,299.7501807,300.373112,300.104305,294.8184874,0.8750625,-4.87E-08,
0,9.88E-05,9.38E-05,9.88E-05,7.30E-05,-0.238117518,0.000832944,300.0233332,300.0438864,299.7423435,300.3467423,300.0936664,294.8547269,0.873585938,-4.77E-08,
0,9.86E-05,9.36E-05,9.86E-05,7.28E-05,-0.237586685,0.000831067,300.0201733,300.0353519,299.7343698,300.3238394,300.0848504,294.85,0.87,-4.75E-08,
0,9.88E-05,9.38E-05,9.88E-05,7.29E-05,-0.236778885,0.000832718,300.0104246,300.0257347,299.7255132,300.3026178,300.0777995,294.7314338,0.864403846,-4.77E-08,
0,9.90E-05,9.40E-05,9.90E-05,7.31E-05,-0.235725535,0.000834925,299.9893916,300.0134571,299.7188617,300.2779121,300.0685381,294.5279412,0.857076923,-4.79E-08,
0,9.92E-05,9.42E-05,9.92E-05,7.33E-05,-0.234528108,0.000836664,299.9622937,299.9995114,299.7104162,300.2534884,300.0567697,294.3354779,0.848711538,-4.81E-08,
0,9.95E-05,9.45E-05,9.95E-05,7.35E-05,-0.23329087,0.00083924,299.9370889,299.9858224,299.7012273,300.235049,300.0437282,294.25,0.84,-4.84E-08,
0,0.000100232,9.52E-05,0.000100232,7.40E-05,-0.2316568,0.000845135,299.9208717,299.9747411,299.6931871,300.2314513,300.0324561,294.3302989,0.828621795,-4.91E-08,
0,0.000101466,9.64E-05,0.000101466,7.49E-05,-0.229350286,0.000855541,299.9154174,299.9677028,299.6882126,300.2442484,300.0262095,294.5141304,0.814145299,-5.03E-08,
0,0.000102311,9.72E-05,0.000102311,7.56E-05,-0.227071907,0.000862666,299.9166502,299.9629188,299.6854033,300.242254,300.0183705,294.7158967,0.800096154,-5.11E-08,
0,0.000103104,9.79E-05,0.000103104,7.62E-05,-0.225423458,0.000869348,299.9154377,299.9575698,299.6825275,300.2330769,300.0100312,294.85,0.79,-5.19E-08,
0,0.000104343,9.91E-05,0.000104343,7.71E-05,-0.226038647,0.000879798,299.9056392,299.9505008,299.6784106,300.2222075,300.0018142,294.8721547,0.79390625,-5.32E-08,
0,0.000105529,0.000100213,0.000105529,7.79E-05,-0.228871402,0.000889799,299.8914215,299.9417531,299.6726518,300.209809,299.993251,294.8373402,0.811527778,-5.44E-08,
0,0.0001063,0.000100945,0.0001063,7.85E-05,-0.231937534,0.000896294,299.8766238,299.933896,299.6672556,300.1973428,299.9845639,294.8088555,0.830885417,-5.52E-08,
0,0.000106223,0.000100872,0.000106223,7.85E-05,-0.233211832,0.00089565,299.8671666,299.9369718,299.6683606,300.1881813,299.979199,294.85,0.84,-5.51E-08,
0,0.000104252,9.90E-05,0.000104252,7.70E-05,-0.233076992,0.000879031,299.8697367,299.9580045,299.6800492,300.1859217,299.9810939,294.9894589,0.839005682,-5.31E-08,
0,0.000101163,9.61E-05,0.000101163,7.47E-05,-0.232632107,0.000852987,299.8859765,299.9962719,299.7017508,300.1904458,299.9908192,295.2164982,0.835681818,-5.00E-08,
0,9.93E-05,9.43E-05,9.93E-05,7.33E-05,-0.231748573,0.000837243,299.9111301,300.0469048,299.7297293,300.1846388,300.0012827,295.5352884,0.829517045,-4.82E-08,
0,9.90E-05,9.40E-05,9.90E-05,7.31E-05,-0.230258476,0.000834541,299.9391295,300.1029879,299.7610153,300.1888029,300.0135626,295.95,0.82,-4.79E-08,
0,9.93E-05,9.43E-05,9.93E-05,7.33E-05,-0.227993502,0.000837243,299.9658793,300.1657544,299.7994403,300.2019872,300.0262122,296.4731445,0.805795455,-4.82E-08,
0,1.00E-04,9.49E-05,1.00E-04,7.38E-05,-0.225243152,0.000842897,299.9963358,300.2486013,299.8413925,300.2241574,300.0457864,297.0643229,0.788484848,-4.88E-08,
0,0.000100807,9.57E-05,0.000100807,7.45E-05,-0.2226291,0.000849983,300.0336711,300.343751,299.8847834,300.2540263,300.0729983,297.6483398,0.771931818,-4.97E-08,
0,0.00010154,9.64E-05,0.00010154,7.50E-05,-0.220772494,0.000856165,300.0762671,300.4488961,299.9288813,300.2871799,300.1079957,298.15,0.76,-5.04E-08,
0,0.135799291,0.128958292,0.135799291,0.100300894,-0.057282591,1.145890193,299.5069996,299.8191848,299.2846086,299.6624093,299.7927954,298.5832031,0.753875,7348.731464,
0,0.336836475,0.319868064,0.336836475,0.248786272,0.208229792,2.853155736,298.5708751,298.8113725,298.3479678,298.6604066,299.160507,299.0114583,0.750333333,24810.87015,
0,0.338748581,0.397559322,0.265825945,0.314938586,0.110151051,3.012988048,298.1401201,298.2263375,298.0912294,298.0277744,298.5744115,299.4339844,0.746625,27439.96699,
0,0.269145236,0.329719351,0.202825775,0.264694269,0.246553381,2.865184966,298.2191941,298.3534101,298.1666024,298.0700682,298.5643042,299.85,0.74,23103.00764,
0,0.138020922,0.22198854,0.051613137,0.150481878,-0.092884897,1.459623778,299.0414273,299.2565397,299.0578585,298.953923,299.1480195,300.26875,0.73025,13854.29646,
0,0.051334117,0.051263171,0.05133411,0.040980802,-0.119760513,0.531810879,299.9222041,300.4448322,299.7095772,299.9808837,299.9968753,300.6875,0.719666667,9642.035708,
0,0.050800198,0.076463671,0.050800198,0.040586387,-0.075879317,0.665812273,300.3144787,300.7466902,300.1281043,300.3233277,300.2768921,301.0875,0.70925,7863.230971,
0,0.250409867,0.237795267,0.208800097,0.184951874,0.091086871,2.074814181,299.8671398,300.3124859,299.6612287,299.8492236,300.0665794,301.45,0.7,20234.9177,
0,0.435899694,0.474700894,0.366053626,0.325142188,-0.041058517,3.163167912,298.8611777,299.0796371,298.7303403,298.7745844,299.3000307,301.7587776,0.6921875,36359.21434,
0,0.434843751,0.498682034,0.358164453,0.324898042,0.042509702,3.389995567,298.5698073,298.6573336,298.447367,298.4239691,298.9889349,302.0275735,0.685,38580.70784,
0,0.314357286,0.360466075,0.232747114,0.248156143,0.132879691,2.729844509,298.7774582,298.8544715,298.6822626,298.5461615,298.9941726,302.2825827,0.6778125,32530.55003,
0,0.228555069,0.25137875,0.145466188,0.174921265,0.102781813,2.060943842,299.1884669,299.3651589,299.1013757,298.96024,299.2807144,302.55,0.67,22205.28716,
0,0.125183654,0.198261429,0.050734113,0.072486209,0.081428437,1.450189483,299.914521,299.9819201,299.807675,299.7593404,299.7854618,302.8963235,0.660625,13321.64951,
0,0.078912133,0.15574809,0.05064633,0.040472525,0.072368415,1.158265305,300.4672069,300.5281229,300.2101921,300.2855063,300.2130194,303.2911765,0.65,14702.59481,
0,0.267873888,0.254379524,0.229751698,0.186011705,0.108567508,2.150692878,300.0433684,300.2145263,299.636515,299.7482167,300.0282443,303.6154412,0.639375,26774.85304,
0,0.473571914,0.426663319,0.374789305,0.310423641,0.046027446,3.233824093,299.1024759,299.1771371,298.835347,298.8435601,299.4011101,303.75,0.63,37635.43208,
0,0.467052551,0.450188041,0.328380488,0.27752587,0.092047883,3.290129168,298.8954551,298.8120865,298.7207449,298.6833874,299.1807772,303.75,0.62265625,38545.80175,
0,0.376328757,0.355404667,0.266000498,0.238843296,0.149810373,2.849183689,299.0462686,298.9412503,298.819648,298.7338018,299.1837298,303.75,0.617083333,34789.37242,
0,0.361594123,0.323892861,0.23501511,0.233003992,0.139831902,2.699295481,299.1036749,298.9858617,298.9076771,298.7453422,299.1826935,303.75,0.61296875,33005.93792,
0,0.308287982,0.285600474,0.182426434,0.167355009,0.632334064,3.237957604,299.1176121,298.8984092,298.8954647,298.764626,299.1247298,303.75,0.61,30822.671,
0,0.138914567,0.104422203,0.053895268,0.042871922,0.255408947,1.501788371,300.1036404,300.0294508,299.8097251,299.8150349,299.8773977,303.75,0.60953125,12242.64054,
0,0.133115732,0.050874349,0.050924927,0.040678178,0.210730756,1.30737384,300.4511768,300.4967489,300.1263374,300.1545249,300.1901174,303.75,0.61125,10391.8641,
0,0.266110033,0.252704524,0.266110033,0.196547963,0.150169404,2.250187906,299.9828995,299.6615307,299.3593715,299.4496652,299.7935258,303.75,0.61234375,29297.58682,
0,0.513134661,0.424311374,0.38892115,0.303547273,0.175175214,3.56082932,299.0497553,298.7086323,298.6430733,298.6770819,299.2551443,303.75,0.61,40264.23486,
0,0.469071431,0.308693334,0.25057954,0.211221028,0.104264348,2.773393988,299.168943,299.0517764,299.0503111,299.0622603,299.4131071,303.921875,0.605,34002.93222,
0,0.380944243,0.2420368,0.181702798,0.187387164,0.166737005,2.446069311,299.4046219,299.2703524,299.2868092,299.2224826,299.462597,304.3,0.6,31332.40033,
0,0.39968894,0.287160573,0.23883417,0.217013316,0.169124592,2.699884233,299.3761067,299.1137426,299.1349652,299.1645769,299.4194954,304.678125,0.595,30837.46627,
0,0.329535828,0.167026872,0.136948789,0.134384694,0.201547281,2.043894881,299.7576397,299.7203738,299.6469675,299.7290764,299.7727484,304.85,0.59,22344.85324,
0,0.216862344,0.050537349,0.050570199,0.068527896,0.199029746,1.457938675,300.4185265,300.5076014,300.2962072,300.4109737,300.2516915,304.85,0.585,14252.79302,
0,0.296001652,0.263307476,0.272559946,0.218625811,0.194988905,2.462990699,300.1109272,299.6318529,299.509308,299.8123601,299.8817092,304.85,0.58,31451.7598,
0,0.55614846,0.461631074,0.472232784,0.393604394,0.117236575,3.872063205,299.224396,298.7427364,298.7401906,298.9802204,299.3758858,304.85,0.575,41923.74156,
0,0.520777374,0.314606384,0.311152056,0.316250871,0.138991155,3.260254331,299.1050374,298.9765989,298.977796,299.0822617,299.3368367,304.85,0.57,37480.08382,
0,0.391556797,0.22891041,0.212879137,0.25372625,0.191523161,2.680453572,299.3648683,299.2347291,299.2514254,299.3239439,299.4170011,304.85,0.565,32430.69099,
0,0.41113017,0.294286442,0.281436523,0.287810041,0.159959198,2.9065356,299.2930976,299.0079429,299.0619708,299.2533388,299.3583112,304.85,0.56,32692.6881,
0,0.365214151,0.189176902,0.1859646,0.226739138,0.12814871,2.324623957,299.4872753,299.4619831,299.4441252,299.6178336,299.5744209,304.85,0.555,23720.55116,
0,0.228153619,0.050892834,0.052753172,0.140836073,0.136347075,1.574038487,300.2288587,300.3658125,300.2495983,300.3856101,300.0906841,304.85,0.55,21282.88292,
0,0.282271013,0.214945946,0.223959957,0.245593348,0.121155928,2.258709209,300.0713208,299.7620359,299.7163516,300.098205,299.9027953,304.7050272,0.555625,28333.89973,
0,0.494503349,0.418916254,0.445361643,0.40327525,0.077731441,3.538597328,299.1595525,298.7071186,298.773366,299.1759036,299.3301292,304.3717391,0.575,38422.83303,
0,0.478923778,0.318998585,0.34225378,0.376601009,0.0972042,3.235432927,299.0397538,298.8558565,298.8958706,299.1275563,299.2581304,304.0025815,0.596875,35914.73775,
0,0.326990889,0.219414384,0.222051739,0.28587138,0.129167479,2.481315273,299.4117459,299.2104833,299.2590692,299.4481356,299.4167728,303.75,0.61,29532.21198,
0,0.367470995,0.283538675,0.292448936,0.317845689,0.10176432,2.753351139,299.2095319,298.8942519,298.9776669,299.2683114,299.2894405,303.6961957,0.615,31692.17738,
0,0.357903572,0.203652734,0.223774009,0.284166298,0.065608034,2.38786434,299.2023845,299.1485827,299.1585535,299.3711716,299.349223,303.75,0.62,22937.29282,
0,0.178243995,0.050997696,0.05105496,0.165186774,0.014582024,1.393709611,300.0565789,300.1102742,300.0542547,300.2092826,299.8938773,303.8038043,0.625,17451.79483,
0,0.187052866,0.12539496,0.130059101,0.205423551,0.016140818,1.666639175,299.9654757,299.7871035,299.7650429,300.0098959,299.7679449,303.75,0.63,15210.81906,
0,0.342797554,0.325528849,0.342797554,0.253189105,0.159264655,2.758499262,299.2091991,298.7317874,298.8448095,299.4036132,299.3700962,303.5230435,0.635,32031.75675,
0,0.399203555,0.277950631,0.304825786,0.332623911,0.029107268,2.715146892,298.682352,298.4783701,298.5565539,298.7762564,298.9366288,303.1882609,0.64,30858.47752,
0,0.290381171,0.207883658,0.224547583,0.279102382,0.076341061,2.271271987,298.8898682,298.6620127,298.7164984,298.850117,298.972852,302.8343478,0.645,24741.5898,
0,0.260980917,0.199113791,0.210155775,0.248262548,0.002629476,2.000593985,298.9629226,298.7068672,298.7559756,298.981037,299.0448626,302.55,0.65,19796.83982,
0,0.008199317,0.007786269,0.008199316,0.006055987,-0.197270357,0.069135253,300.5141735,300.338361,300.1498653,300.7016282,300.182379,302.4726563,0.64953125,1479.124214,
0,0.014099407,0.013389138,0.014099407,0.010413774,-0.196392476,0.118884858,300.6552244,300.4778667,300.3040009,300.8331156,300.3033314,302.56375,0.64375,1519.271167,
0,0.016231367,0.015413699,0.016231367,0.011988432,-0.194895906,0.136861883,300.6529623,300.4718001,300.2995409,300.8216076,300.2993726,302.6479687,0.64109375,1539.012264,
0,0.016262283,0.015443058,0.016262283,0.012011267,-0.196396307,0.137122593,300.6698846,300.494636,300.3201817,300.8331117,300.3167788,302.55,0.65,1539.198456,
0,0.000107856,0.000102423,0.000107856,7.97E-05,-0.207949543,0.000909426,300.8158112,300.6789271,300.4925311,300.9846608,300.4392017,301.9358635,0.675608836,-5.68E-08,
0,0.00010134,9.62E-05,0.00010134,7.48E-05,-0.214108647,0.00085448,300.8150237,300.6979261,300.5163092,300.992023,300.4792201,300.8848026,0.712456897,-5.02E-08,
0,9.97E-05,9.47E-05,9.97E-05,7.37E-05,-0.220654884,0.00084086,300.7977076,300.6947224,300.5136521,300.9720553,300.5011404,299.8413405,0.753076509,-4.86E-08,
0,1.00E-04,9.49E-05,1.00E-04,7.38E-05,-0.22659975,0.000842872,300.7859232,300.6887654,300.5075441,300.9538204,300.5101068,299.25,0.79,-4.88E-08,
0,9.93E-05,9.43E-05,9.93E-05,7.33E-05,-0.232791445,0.000837031,300.7747303,300.6826306,300.5015196,300.9419019,300.5083668,299.0533044,0.828485991,-4.82E-08,
0,0.000100842,9.58E-05,0.000100842,7.45E-05,-0.238597245,0.000850283,300.7605143,300.6767685,300.496742,300.9373616,300.5062392,298.9009171,0.870043103,-4.97E-08,
0,0.000105928,0.000100592,0.000105928,7.82E-05,-0.242964713,0.000893165,300.745947,300.6699495,300.4916181,300.9349302,300.5026856,298.7980712,0.901578664,-5.48E-08,
0,0.000109536,0.000104018,0.000109536,8.09E-05,-0.244111916,0.000923584,300.7323256,300.6620929,300.485925,300.9220107,300.4948328,298.75,0.91,-5.86E-08,
0,0.000111345,0.000105736,0.000111345,8.22E-05,-0.243051452,0.000938839,300.7203732,300.654464,300.4805126,300.9091732,300.4867468,298.7276278,0.9025,-6.06E-08,
0,0.000113043,0.000107348,0.000113043,8.35E-05,-0.241991029,0.000953152,300.7083915,300.6466657,300.4749381,300.89637,300.4784859,298.7092803,0.895,-6.24E-08,
0,0.00011458,0.000108808,0.00011458,8.46E-05,-0.240930696,0.000966111,300.6965228,300.6387216,300.4692169,300.8836206,300.469591,298.7112926,0.8875,-6.41E-08,
0,0.000115882,0.000110044,0.000115882,8.56E-05,-0.239871002,0.000977091,300.6855417,300.6309769,300.4637207,300.8712426,300.4599507,298.75,0.88,-6.56E-08,
0,0.000117103,0.000111204,0.000117103,8.65E-05,-0.238715007,0.000987387,300.6762284,300.6238549,300.4589087,300.8596259,300.4494429,298.8433949,0.871796875,-6.70E-08,
0,0.000118279,0.000112321,0.000118279,8.74E-05,-0.237495531,0.000997305,300.6687445,300.6175798,300.4550539,300.8489632,300.4386416,298.9782197,0.863125,-6.84E-08,
0,0.000118968,0.000112975,0.000118968,8.79E-05,-0.236407722,0.001003113,300.6629433,300.6121,300.4520626,300.8392179,300.428439,299.1239347,0.855390625,-6.92E-08,
